City,Latitude,Longitude,Name,PostalCode,State
Buffalo,42.884715,-78.87341,Pan American Grill & Brewery,14203,NY
Plymouth,38.480506,-120.853364,Amador Brewing Co,95669,CA
Plymouth,38.497366,-120.808976,Wilderotter Vineyard,95669,CA
Plymouth,38.541207,-120.791956,Dobra Zemlja Winery,95669,CA
Grayslake,42.344467,-88.0437,Light The Lamp Brewery,60030,Third Lake
Downey,33.9594439,-118.1086588,Jc Tavern,90240,CA
Columbia Falls,48.37216,-114.181114,Desert Mountain Brewing Draughthaus - Closed,59912,MT
Glendale,33.552971,-112.152116,Fry's Food and Drug,85301,AZ
New Richmond,45.103436,-92.54965,45th Parallel Spirits,54017,Cylon
Indianapolis,39.910375,-86.114038,Brewery Tours of Indianapolis,46240,Williams Crk
Machesney Park,42.3694519,-89.02007103,Pig Minds Brewing Co.,61115,IL
Sandusky,41.414849,-82.687019,Harney's Market,44870,Bloomingville
Santa Fe,35.596565,-106.052297,Santa Fe Brewing Co,87508,NM
Ashland,42.18224822,-122.6630191,Caldera Brewing Company,97520,OR
Sturtevant,42.7260761,-87.95738428,Spokes Restaurant & Bar,53177,Racine
Centralia,38.524223,-89.13375,Makraft Brewing,62801,Cravat
Mulvane,25.69279763,-100.2422082,Sierra Madre Brewing Co.,67110,KS
Myrtle Beach,33.719555,-78.880394,Liberty Steakhouse Brewery,29577,SC
Costa Mesa,33.678548,-117.88794,Barley Forge Brewing Co,92626,CA
Altoona,40.54940953,-78.3484599,Marzoni's Brick Oven & Brewing Co.,16602,PA
Eleele,21.901436,-159.58655,Kauai Island Brewing Company,96705,HI
San Antonio,29.443813,-98.47995,Pearl Brewery,78215,TX
Janesville,42.679718,-89.05048,Gray's Brewing Company,53548,WI
Soldotna,60.49359,-151.07018,Kenai River Brewing Company,99669,AK
Tampa,28.091431,-82.502459,Cigar City Brew Pub,33618,FL
Holland,42.826775,-86.135536,Big Lake Brewing,49424,MI
Pittsburgh,40.46205826,-79.96442914,The Church Brew Works,15201,Pitt
Voorhees,39.852191,-74.997823,Iron Hill Brewery-voorhees,8043,Echelon
Penn Yan,42.634847,-76.94854,Prejean Winery,14527,NY
San Diego,32.7157,-117.1592,Beer Co,92101,CA
Orono,44.883144,-68.67123,Black Bear Brewery,4473,ME
Marion,42.03332,-91.598785,Bill's Drinking Establishment - Closed,52302,Midway
Tempe,33.402551,-111.944557,Four Peaks Brewery,85282,AZ
Seaside,45.993024,-123.921471,Seaside Brewing Company,97138,Jewell
Grand Rapids,42.91538022,-85.54912442,Schmohz Brewing Co.,49546,Cascade Twp
Memphis,35.124913,-90.059342,Roma Pomodori Inc,38106,Mphs
Sumter,33.954929,-80.37299,Brewers Bar & Grill,29150,Brogdon
Chicago,41.94551,-87.74848,Chicago Brew Bus,60641,IL
Miami,25.911723,-80.15741,Total Wine & More,33181,North Miami Beach
Cambridge,38.57023838,-76.07758641,Realerevival Brewing,21613,MD
Arcadia,34.1401,-118.02474,Bj's Restaurant and Brewhouse - Arcadia,91006,CA
Vancouver,45.63715,-122.50611,Mcmenamins East Vancouver,98684,WA
Pittsburgh,40.462207,-79.964426,Church Brew Works & Restaurant,15201,Pitt
Wilson,35.72912652,-77.95252966,Brewmasters,27893,NC
Kernville,35.757448,-118.4193805,Kern River Brewing Company,93238,CA
Woodinville,47.756866,-122.16785,Twelve Bar Brews,98072,WA
Cincinnati,39.16223,-84.62452,Brew Monkeys,45211,Fairmont
Syosset,40.8099724,-73.50016304,The Inn Between,11791,Muttontown
Leavenworth,47.595177,-120.662155,Kestrel Vintners,98826,Chumstick
Midvale,40.62062673,-111.8881035,Bohemian Brewery,84047,Cushing
Anchorage,61.21855,-149.8935,Big Swig Tours,99501,AK
Johnson City,30.27749309,-98.41124654,Pecan Street Brewing Co.,78636,TX
Muskegon,43.275535,-86.228158,Shawnys Pressurized Thermos,49445,Meskegon
Los Alamos,35.883766,-106.30005,Bathtub Row Brewing Co-op,87545,NM
Greensboro,36.03856,-79.847903,Total Wine More,27407,Hilltop
Phoenix,33.317948,-111.975875,Rock Bottom Brewery,85044,AZ
Placerville,38.72589158,-120.8364548,Placerville Brewing Co.,95667,Cedar Ravine
Tempe,33.35670359,-111.9650781,Huss Brewing Company,85283,AZ
Pittsburgh,40.47886,-79.971985,Grist House Brewery,15209,Pitt
Seattle,47.466699,-122.338909,Elliott Bay Brewery,98166,WA
Washington,42.71870188,-83.03562198,Brown Iron Brewhouse,48094,Washington Twp
Cincinnati,39.09363,-84.30063,Mt. Carmel Brewing Company,45244,Mount Carmel
Stonington,41.338226,-71.898285,Beer'd Brewing Company,6378,Shawondassee
Cleveland,41.387135,-81.83133,Fat Head's Brewery and Tap House,44130,Parma
Seattle,47.65785,-122.31358,Big Time Brewery,98105,WA
Spokane,47.65625,-117.39884,Lone Canary Winery,99202,WA
Dallas,32.797727,-96.828751,Peticolas Brewing Company Taproom,75207,TX
Birch Run,43.250206,-83.76936,"Blues, Brews Barbecue",48415,MI
Hoonah,58.112988,-135.44841,Icy Strait Brewing,99829,AK
Purcellville,39.20787,-77.705906,Windham Winery,20132,VA
Colorado Springs,38.828163,-104.82212,Iron Bird Brewing,80903,Co Spgs
Brattleboro,42.85161237,-72.55614497,Whetstone Station Restaurant and Brewery,5301,W Brattleboro
Jackson,42.259214,-84.417054,Cork N Cap,49202,MI
Islamorada,24.92405,-80.62788,Islamorada Beer Company Brewery and Tasting Room,33036,Matecumbe Key
New York,40.72338,-73.99261,Paulaner NYC,10002,NY
Salt Lake City,40.78572709,-111.9794004,Gordon Biersch Brewing Company,84116,UT
Cody,44.526462,-109.058463,Pat O'hara's Brew Pub,82414,WY
Millersburg,40.554265,-81.91773,Hotel Millersburg,44654,Bunker Hill
Hattiesburg,31.324703,-89.31464,Gold Pub and Grill,39401,Barrontown
Mantachie,51.834114,10.78656,Brauhaus Wernigerode,38855,MS
Hamilton,45.50714,9.173205,Birrificio La Ribalta,20158,VA
Roseville,38.77247,-121.26587,Gordon Biersch Tavern,95678,CA
Harrisonburg,38.45751,-78.86138,Brothers Craft Brewing,22802,VA
Milford,42.586475,-83.600136,Rivers' Edge Brewing,48381,MI
Somerton,46.72507,-2.35087,Le Plan B,85350,AZ
Charlotte,35.20114084,-80.86923899,Triple C Brewery,28203,NC
Kalamazoo,42.294733,-85.578905,Eccentric Cafe,49007,MI
Pawleys Island,33.48544,-79.09947,Quigley's Pint and Plate,29585,Pawleys Isl
Truckee,39.32183,-120.163241,Fiftyfifty Brewing Co.,96161,Donner Lake
Little Rock,34.73051,-92.39494,Bj's Restaurants,72205,AR
Dover,43.19535958,-70.87258212,7th Settlement,3820,NH
Custer,43.762768,-103.61827,Bitter Esters Brewhouse,57730,Bluebell
Sonora,37.96914359,-120.3135748,Standard Pour,95370,CA
Bluemont,39.09961,-77.83191,Dirt Farm Brewing,20135,VA
Houston,29.748779,-95.456709,Anheuser-busch Inc,77027,TX
Newport,44.61979916,-124.0525532,Rogue Ales Brewery On The Bay,97365,OR
Knoxville,35.974354,-83.92232,Crafty Bastard Brewing,37917,TN
Walla Walla,46.06761864,-118.3348171,Laht Neppur Brewing Co.,99362,WA
Gardena,33.86187666,-118.2761264,Phantom Carriage,90248,CA
South Portland,43.63517637,-70.31902045,Sea Dog Brewing Company,4106,So Portland
San Antonio,29.529674,-98.396671,Ranger Creek Brewing,78217,TX
Cleveland,41.484995,-81.703515,Market Garden Brewery,44113,OH
Hicksville,37.97532,23.709995,Noctua Brewery Athens,11854,NY
Wilmington,39.75697,-75.562972,Mrs Snyder's & Co,19806,DE
Santa Cruz,36.986224,-122.038972,Santa Cruz Ale Works,95060,Paradise Park
Ontario,44.01506,-116.953861,Beer Valley Brewing Co,97914,Claude
Minneapolis,44.93178,-93.34891,Granite City Food and Brewery,55416,Saint Louis Park
Castle Rock,39.409409,-104.869164,Rockyard American Grill & Brew,80109,CO
Vista,33.16767,-117.22025,Mother Earth Brew Co,92081,CA
Loveland,40.40070308,-105.0551849,Verboten Brewing,80537,CO
Canton,44.59033,-75.18059,St Lawrence Brewing Co,13617,Crary Mills
Gilbert,33.30873155,-111.7422733,Gordon Biersch Brewery Restaurant,85295,AZ
Salisbury,35.66641,-80.46793,New Sarum Brewing,28144,NC
Portland,45.43198,-122.6033,Breakside Brewery,97222,OR
Silverdale,47.662495,-122.69498,Total Wine & More,98383,WA
Dublin,45.80326,12.25129,Birra Theresianer,31040,GA
Columbus,39.94285733,-82.99833753,Westies Gastropub,43206,OH
Munhall,40.386551,-79.902669,Cuzzins Cafe Inc,15120,PA
Center City,43.85585213,10.5665195,Il Buongustaio,55012,MN
Chico,39.704821,-121.816357,Sierra Nevada,95928,Chapmantown
Indianapolis,39.751179,-86.139608,Cartel Brewing Supply,46203,IN
Chicago,41.859439,-87.68959,Lagunitas Brewing Company,60608,IL
Madison,41.2831,-72.62556,Best Valley Wines Connecticut,6443,CT
Seattle,47.660273,-122.365772,Bad Jimmys Brewing Company,98107,WA
Lynnwood,47.831968,-122.269871,Total Wine & More,98037,WA
Chadds Ford,39.866034,-75.547701,Wine & Beer Emporium Llc,19317,PA
Quincy,39.941146,-91.408149,Mac's Home Brew,62301,Marblehead
Cumming,34.182415,-84.218681,Cherry Street Brewing Cooperative,30040,GA
Mooresville,35.624477,-80.803535,Lake Norman Brewing Company,28115,Mayhew
Pensacola,30.532782,-87.20729,The Shady Lady,32514,FL
Bend,44.05542,-121.26026,Worthy Brewing Co.,97701,OR
Norton,41.96562,-71.190186,Bog Iron Brewing,2766,MA
Boston,42.3565,-71.06201,Ye Olde Tavern Tours,2108,MA
Chico,39.724604,-121.815715,Sierra Nevada Brewing Co.,95928,Chapmantown
Buffalo,42.875816,-78.84577,Flying Bison Brewing Company,14210,NY
Albuquerque,35.114815,-106.533496,Sw Grape & Grain,87112,NM
San Antonio,29.578495,-98.371887,Home Brew Party,78247,TX
Tampa,27.957743,-82.505815,Total Wine & More,33607,FL
Woodinville,47.76930059,-122.1454826,Triplehorn Brewing Company,98072,WA
Fredericksburg,38.30285998,-77.45874911,Spencer Devon Brewing,22401,Fred
Bellingham,48.748396,-122.474485,Asian Brewing Co Llc,98225,Fairhaven
Indianapolis,39.816842,-86.227973,Fat Cat Bar,46222,IN
The Dalles,45.625,-121.199454,H 2 Oregon,97058,Rowena
San Diego,32.895925,-117.137344,Protector Brewery,92126,CA
Athens,39.332977,-82.129683,Little Fish Brewing Co,45701,OH
Tucson,32.31274259,-111.0266089,The Fishing Hole,85741,AZ
Fredonia,42.439278,-79.332504,Barker Brew Company - Closed,14063,NY
Sand Springs,36.12980183,-96.1521729,M & M Ole Time Tavern,74063,OK
Tupelo,34.273967,-88.643124,Trost Und Prost,38804,MS
Warren,44.106243,-72.891881,Lawson's Finest Liquids Llc,5674,East Warren
Nisswa,46.497105,-94.29757,Gull Dam Brewing,56468,Lake Edwards
Saint Charles,38.78229095,-90.48093515,R.t. Weiler's,63301,Kampville
Kent,47.38213347,-122.2355822,Airways Brewing Beer & Bistro,98032,Woodmont Beach
Crisfield,37.98002,-75.859184,Chesapeake Brewing Company,21817,MD
Silverton,45.013987,-122.7850094,Seven Brides Tap Room,97381,OR
Knoxville,35.974923,-83.91467538,Saw Works Brewing Company,37917,TN
Santa Cruz,36.981207,-122.031284,Uncommon Brewers,95060,Paradise Park
Washington,43.31031529,-2.006485462,Mandrágora,20018,DC
Weston,39.41123955,-94.89966711,Weston Brewing Company,64098,MO
Memphis,35.031909,-89.890536,Chism Hardy Enterprises Inc,38118,Mphs
Houston,29.8794,-95.6316,Foster's Wine Estates Americas,77095,TX
Brooklyn,40.632674,-74.027485,Longbow Pub,11209,NY
Kissimmee,28.34526491,-81.6047753,Wawa,34747,FL
Sidney,47.71504579,-104.1572571,Meadowlark Brewing,59270,MT
Roslyn,47.223749,-120.99409,Wild Earth Brewing Co (reported Closed),98941,WA
Denver,39.723645,-105.000371,Crazy Mountain Brewery Tap Room,80204,CO
Mc Lean,38.931152,-77.179294,Total Wine & More,22101,VA
West Linn,45.346032,-122.651901,Mcmenamins West Linn Pub,97068,Wankers Corners
Montrose,38.480219,-107.875247,Zulu Brewing Co,81401,CO
Denver,39.753508,-105.129784,Joyride Brewing Co,80214,Wheat Ridge
Charleston,32.802796,-80.017898,Total Wine & More,29407,Saint Andrews
Vail,50.99201497,7.129998207,"Brauhaus ""am Bock""",51465,IA
Santa Maria,34.838943,-120.238136,Foxen Vineyard,93454,Sisquoc
Greensboro,36.0609367,-79.82450649,Natty Greene's Brewery,27403,NC
Keene,42.93191897,-72.28716373,Elm City Brewing Company,3431,Surry
Bend,44.06009228,-121.3078514,Silver Moon Brewing & Tap Room,97703,OR
Pittsburgh,40.478486,-79.968491,Draai Laag Brewing Co,15209,Pitt
Edinburg,26.281063,-98.149547,Glasscock Brewing Co,78539,Lull
Layton,41.08348222,-111.97913,Roosters Brewing Co,84041,UT
Nags Head,35.953602,-75.622257,Buffalo City Jug Shop,27959,NC
Denver,39.761694,-104.98384,Stem Ciders,80205,CO
Napa,38.40434,-122.329192,Pine Ridge Winery Llc,94558,CA
Tacoma,47.26204115,-122.4458349,Harmon Tap Room,98402,WA
Midvale,40.621976,-111.866547,Hoppers Grill & Brewing Co,84047,Cushing
Big Lake,45.331394,-93.739265,Lupulin Brewing,55309,MN
Seminole,27.87074,-82.73506,Rapp Brewing Company,33777,FL
Grand Rapids,42.98511,-85.681055,Mitten Brewing Co,49504,Standale
Colchester,44.55180928,-73.23379807,Rozzi's Lakeshore Tavern,5446,Smc
Olympia,47.04650645,-122.9272942,Skep & Skein,98502,WA
Somerset,38.606459,-120.6464,Colibri Ridge Winery and Vineyard,95684,Outingdale
Seattle,47.719594,-122.295344,Elliott Bay Public House,98125,Northgate
Lexington,33.977715,-81.229095,Old Mill Brewpub,29072,Edmund
Sacramento,38.576322,-121.48023,Block Butcher Bar,95811,CA
Wauconda,42.27485,-88.15397,Small Town Brewery,60084,IL
Baxter,46.34491,-94.23514,Jack Pine Brewery,56425,MN
Belgrade,45.776247,-111.177095,Madison River Brewing Co,59714,MT
Avondale,33.45441,-112.32644,8-bit Aleworks,85323,AZ
East Hartford,41.774712,-72.655338,Brew & Wine Hobby,6108,East Htfd
Pagosa Springs,37.26891,-107.00735,Riff Raff Brewing Company,81147,Pagosa Lakes
Tucson,32.21972,-110.93946,Iron John's Brewing Company,85719,AZ
Amarillo,35.187581,-101.791844,"Reed Beverage, Inc.",79103,TX
Belmar,40.18124463,-74.02521257,Beach Haus Brewery,7719,Wall Township
Colorado Springs,38.991974,-104.80799,Colorado Mountain Brewery,80921,Co Spgs
Doylestown,40.30933,-75.13061,Doylestown Brewing Company,18901,PA
Los Angeles,34.045603,-118.236058,Wurstkuche,90013,CA
Patchogue,40.7593109,-73.02141344,Blue Point Brewing Company,11772,East Patchogue
Rancho Santa Margarita,33.63614,-117.60955,Cismontane Brewing,92688,Rsm
Marietta,33.952717,-84.576515,Schoolhouse Beer Brewing,30064,GA
Missoula,46.83993,-114.03297,Great Burn Brewing,59801,Msla
Malvern,40.036598,-75.563778,"Coventry Kitchens, Inc.",19355,PA
Hampton,42.95242313,-70.83201372,Blue Lobster Brewing Company,3842,NH
Augusta,38.585628,-90.855631,Montelle Winery,63332,Schluersburg
Bakersfield,35.313269,-119.087917,Lengthwise Brewing Co,93313,Mettler
Ukiah,39.149828,-123.207765,Ritual Restaurant & Lounge,95482,CA
Hillsboro,45.5926,-122.8731,Mcmenamins Rock Creek Tavern,97124,Orenco
Breckenridge,39.475888,-106.04382,Breckenridge Brewery,80424,CO
Anchorage,61.217567,-149.89629,Glacier Brewhouse,99501,AK
Mount Vernon,40.892597,-73.8309,Gardens Bar and Grill,10550,NY
Webbville,56.20727,24.723034,Rinkuskiai Brewery,41180,KY
Lehigh Valley,37.176326,-3.601799011,Reca,18001,PA
Kalamazoo,42.300037,-85.70164,West Michigan Beer Tours,49009,MI
Washougal,45.57834123,-122.3520112,Amnesia Brewing,98671,WA
Haddam,41.44836,-72.47244,Steady Habit Brewing Company,6438,CT
Philadelphia,39.91347492,-75.24285435,Falones Deli,19142,PA
Arrington,37.710392,-78.9423,Barrel House Brewery Tasting Room,22922,VA
Gray,43.876735,-70.327698,The Hop Shop,4039,ME
Bakersfield,35.316593,-119.077615,Lengthwise Brewing Company,93313,Mettler
Bloomfield,41.809162,-72.710655,Thomas Hooker Brewery,6002,CT
Leighton,43.770412,11.239784,Birreria Artigianale Il Bovaro,50143,IA
Bairdford,43.3558223,-8.402829204,A Cervexa,15006,PA
Waynesville,35.503975,-82.99363,Bearwaters Brewery,28786,NC
Orange,33.811436,-117.86244,Old Orange Brewing Company,92867,CA
Portland,45.522773,-122.684994,Mcmenamins Pubs and Breweries,97209,OR
Reno,39.465368,-119.785628,Total Wine & More,89511,Pleasant Valley
Charleston,32.778485,-79.927267,Southend Brewery & Smokehouse,29401,SC
Angola,41.648975,-85.00301,Chapman Brewing,46703,Crooked Lake
Nashville,36.157772,-86.76854,Explore Crawls,37210,TN
Fuquay Varina,35.61975,-78.80777,Aviator Brewery,27526,NC
Minocqua,45.895084,-89.691605,Rocky Reef Brewing Company,54548,WI
Algonquin,42.171417,-88.30307,Scorched Earth Brewing Company,60102,Barrington Hills
Mukilteo,47.9484538,-122.3045925,Diamond Knot Brewery & Alehouse,98275,WA
La Grange,41.80179,-87.84461,Burke Beverage,60525,Ind Head Park
Walla Walla,46.066269,-118.339201,Tourism Walla Walla,99362,WA
Hyde Park,41.769009,-73.930001,Hyde Prk Brewing Co,12538,NY
Schaumburg,42.054305,-88.030442,Ram Restaurant & Brewery - Schaumburg,60173,Hoffman Estates
New York,40.755443,-73.968312,Cornerstone Tavern,10022,Manhattan
San Antonio,29.560684,-98.42867,Branchline Brewing Co,78247,TX
Philipsburg,40.897995,-78.236786,Genna Beer Distributors,16866,PA
Louisville,38.285751,-85.62943,3rd Turn Brewing,40222,Crossgate
Missoula,46.904826,-114.045108,Missoula Brewing Co,59801,Msla
Houston,29.701522,-95.283255,Coca-Cola Enterprises Inc,77012,TX
Portland,45.50128,-122.65823,Ross Island Brewing,97202,OR
Richardson,32.999837,-96.613945,Beverage Zone,75082,TX
Dallas,32.816425,-96.807414,Brewer Holdings,75219,TX
Beaumont,20.635196,-87.06648501,Club De La Cerveza,77710,TX
Mankato,44.176826,-94.04395,Gillette Pepsi-cola Co,56003,No Mankato
Southaven,34.962379,-89.920086,Dan Mcguinness Pub,38672,MS
Swansboro,34.686778,-77.119422,Bake Bottle & Brew,28584,Peletier
Ridgeway,42.999462,-89.992849,Wheel LLC The,53582,WI
Gardena,33.862407,-118.275469,Phantom Carriage Brewery,90248,CA
Corinth,37.38068,-6.003613,Bar Juan Carlos,41010,KY
Alden,41.64171,-0.895,Beerland,50006,IA
Athens,39.33221,-82.11029,West End Cider House,45701,OH
Greeley,40.419759,-104.689065,Coca-Cola Bottling Co,80631,CO
Palisade,39.105545,-108.365993,Meadery Of The Rockies,81526,CO
Alex,35.48699,23.825556,Cretan Brewery,73002,OK
Covington,39.083076,-84.5113,Braxton Brewing Company,41011,Park Hills
Mount Juliet,45.435493,10.985385,Kulmbacher Bier-Haus,37122,TN
Seattle,47.7086,-122.32383,Ram Restaurant & Brewery,98125,Northgate
Spring,30.136865,-95.444542,Brew It Yourself,77386,The Woodlands
Braddock,40.4041,-79.87027,Brew Gentlemen,15104,PA
Downey,33.933173,-118.128674,Coca-Cola Bottling Co.,90241,CA
Marble Falls,30.616772,-98.264015,Save The World Brewing Co.,78654,Highland Havn
Rehoboth Beach,38.696068,-75.07509,Dewey Beer Company,19971,Rehoboth
Dallas,32.803773,-96.864943,Drafft Root Beer Inc,75247,TX
Lowell,42.628757,-71.34971,Do Can Brewery,1851,MA
Sugar Land,29.592621,-95.628356,World of Beer,77479,TX
East Kingston,42.873233,-70.95987,Jewell Towne Vineyards,3827,S Hampton
Northampton,42.317345,-72.630592,Brewster Court Bar & Grill,1060,MA
Portland,45.41459994,-122.7466225,John Barleycorns,97224,Durham
Seattle,47.68376562,-122.3446941,��ber Tavern,98103,Wallingford
Somerdale,39.85383,-75.0198,Flying Fish Brewery,8083,NJ
South River,40.452152,-74.37902,River Front Food Spirit,8882,NJ
Washington,45.52624,8.900701,The Kitchen,20010,DC
Hermann,38.706581,-91.432872,Tin Mill Brewing Co,65041,Swiss
San Jose,37.357555,-121.902005,Beer & Wine Makers Of America,95112,CA
Milwaukee,43.00316099,-87.90498884,District Fourteen,53207,Saint Francis
Pacific Palisades,34.046623,-118.524132,Wine Styles,90272,CA
Bel Air,39.49751722,-76.33111954,Duclaw Brewing Co.,21015,MD
Philadelphia,39.953876,-75.15896,Philly Brew Tours,19107,Wm Penn Anx W
Chicago,41.96032,-87.7459,Lake Effect Brewing Company,60641,IL
Greenville,34.829712,-82.30029,Brixx Wood Fired Pizza,29607,Gville
Vista,33.1500559,-117.230022,Aztec Brewing,92081,CA
Poulsbo,47.73346737,-122.6458956,Slippery Pig Brewery,98370,Central Valley
Oklahoma City,35.306347,-97.42363,Royal Bavaria,73165,Okc
Columbus,39.988083,-83.03045,Zauber Brewing Company,43212,Marble Cliff
Hobart,41.531936,-87.254585,Brick Brewing Co,46342,IN
Belleville,40.800932,-74.145859,Tatz William Industries Inc,7109,NJ
Meriden,44.076717,7.249947,Brasserie Du Comte,6450,CT
Kissimmee,28.31847,-81.34014,Rosie's Pub LLC,34744,FL
Arcadia,34.12927992,-118.0544885,Valentines Liquor,91007,CA
Wellington,26.665291,-80.202618,Total Wine & More,33414,Village Of Wellington
San Lucas,36.052735,-120.979241,Lockwood Vineyard,93954,CA
San Diego,32.7554,-117.13265,Poorhouse Brewing Co,92104,CA
Syracuse,43.0897,-76.1031,Pepsi Beverages Co,13206,NY
East Syracuse,43.0982,-76.0799,Brown Carbonic Sales Co,13057,NY
Wolcott,43.2909,-76.8989,Thorpe Vineyard,14590,NY
Canandaigua,42.8724,-77.2511,3 Huskies Brewing,14424,NY
Canandaigua,42.8884,-77.2789,Twisted Rail Brewing Co,14424,NY
Rochester,43.1841,-77.5908,Hometown Brew LLC,14621,NY
Nashville,36.11772,-86.8219,Jubilee Craft Beer Co,37215,TN
Nashville,36.153461,-86.774017,Czann's Brewing Co LLC,37203,TN
Bremerton,47.56642,-122.6461,Fuzzy Naval Tavern,98337,WA
Barberton,41.029266,-81.587105,Dutch Cafe,44203,OH
Muscatine,41.42169713,-91.04629074,Boonie's On The Avenue,52761,IA
Philadelphia,45.4363,1.56475,Brasserie De La Vezere,19140,PA
San Diego,32.739396,-117.211691,Stone Brewing World Bistro-gdn,92106,CA
Duluth,46.792564,-92.09087,Growlers To Go,55802,MN
Walla Walla,46.065327,-118.339572,Red Monkey Downtown Lounge,99362,WA
Burlington,41.43025,2.179651,Brandenwurst,8016,NJ
Albuquerque,35.117,-106.6194,ICEE Co,87107,NM
Albuquerque,35.1135,-106.6196,7 Up Rc Bottling Co,87107,NM
Albuquerque,35.1013,-106.6642,Ponderosa Brewing Co,87104,NM
Albuquerque,35.2036,-106.6459,Boxing Bear Brewing Co,87114,NM
Tularosa,33.1006,-106.0344,Tularosa Vineyards,88352,NM
Hagerman,33.1068,-104.3969,Milk Movers INC,88232,NM
Roswell,33.358,-104.5232,Coca-Cola Bottling Co.,88203,NM
Kelseyville,38.877796,-122.77832,Moore Family Winery,95451,CA
Fort Collins,40.589287,-105.049059,Custom Blending Inc,80524,CO
Penn Valley,39.168511,-121.199222,Pilot Peak Vineyard and Winery,95946,CA
Bristol,36.596311,-82.184309,"Bristol Brewery, LLC",24201,VA
Damascus,36.622268,-81.829037,Damastus Brewery,24236,VA
Kingsport,36.524846,-82.559799,"Triple B Brewery, LLC",37660,TN
Los Angeles,34.099354,-118.32951,District 13,90028,CA
Farmville,35.600414,-77.59628,Duck Rabbit Craft Brewery,27828,NC
Black Mountain,35.60821,-82.36017,Black Mountain Ciderworks Meadery,28711,NC
Manitowoc,44.084763,-87.691094,Grape Grain and Bean,54220,WI
Tucson,32.136116,-110.96186,Amigos Burgers and Beer,85706,AZ
Chicago,41.95516,-87.67439,Begyle Brewing,60613,IL
Hoquiam,46.977424,-123.886352,Ace Hardware Hoquiam,98550,Gray Gables
San Antonio,29.520685,-98.483215,Total Wine More,78216,TX
Evanston,42.047551,-87.686646,Smylie Brothers Brewing Company,60201,IL
Glens Falls,43.30962,-73.6448,Davidson Brothers Restaurant Brewery,12801,NY
Melbourne,28.21351,-80.67221,Charlie and Jakes Brewery & Grille,32940,Suntree
Troy,42.784866,-73.669947,Scoreboard Saloon The,12182,NY
Miami,25.78671318,-80.36826551,Bj's Restaurant and Brewhouse,33172,Sweetwater
South Deerfield,42.477737,-72.6104,Berkshire Brewing Co Inc,1373,Whately
Clearwater,27.887419,-82.69974,Big Storm Brewing Company,33762,FL
Mckeesport,40.33534,-79.804933,Lou's Brews,15131,PA
Fort Lauderdale,26.098744,-80.13052,Total Wine & More,33316,Port Everglades
Wausau,44.9517637,-89.66438,Great Dane Pub and Brewing Co - Wausau,54401,WI
Snohomish,47.91148517,-122.0966225,Fred's Rivertown Alehouse,98290,Larimers Corner
Roanoke,37.252495,-79.95059,Roanoke Railhouse Brewery,24014,South Roanoke
Gresham,45.500504,-122.429975,4th Street Brewing (reported Closed),97030,OR
Brooklyn,40.647533,-73.962892,Kaufman's Cool Breeze Mec,11226,NY
Grayslake,42.337564,-88.025936,Glunz Family Winery & Cellars,60030,Third Lake
South Range,47.072982,-88.639761,Keweenaw Brewing Co Llc,49963,MI
Jacksonville,34.77997164,-77.38788415,Abc Store,28546,NC
Puyallup,47.19315132,-122.2958661,Station U-brew,98371,Firwood
Barberton,41.010974,-81.622037,Steve's Innfield,44203,OH
Lake Zurich,42.180966,-87.997562,Valentino Vineyards & Winery,60047,Kildeer
Cornelius,35.469624,-80.8865,The Charlotte Special Events Group - 27 Unique Tours,28031,NC
Lake Charles,30.227458,-93.173949,Southwest Beverage Co.,70615,LA
Raleigh,35.78879,-78.639838,Brew,27604,Wake Crossroads
Chicago,41.886182,-87.672064,Finch Beer Co,60612,IL
Arcadia,34.12949157,-118.0544586,Valentines Liquor,91007,CA
Louisville,38.223974,-85.691535,Diamond Station,40205,Seneca Gdns
San Diego,32.754568,-117.129929,Belching Beaver Brewery,92104,CA
Denver,39.747281,-104.989791,Molson Coors Brewing Co,80202,CO
Chicago,41.959181,-87.682037,Half Acre Brewery,60618,IL
Ambler,40.15519568,-75.22480488,Forest & Main Brewing Company,19002,Broad Axe
Fruita,39.152849,-108.734786,Kannah Creek Brewing Company,81521,CO
Purcellville,39.14392838,-77.72016151,Adroit Theory Brewing Company,20132,VA
Dallas,32.8530988,-96.7693758,Two Rows Restaurant & Brewery,75206,TX
West Hartford,41.726216,-72.759015,Total Wine More,6110,Corbins Corner
La Crosse,43.83435,-91.23615,Pearl Street Brewery,54603,WI
Loveland,40.410953,-104.989786,Rock Bottom Brewery - Centerra Promenade,80538,CO
Missoula,46.92198,-114.07243,Big Sky Brewing,59808,MT
Seneca Falls,42.950716,-76.768215,Montezuma Winery,13148,Tyre
Brookings,44.31036847,-96.7995286,Wooden Legs Brewing Company,57006,SD
Weston,39.41128229,-94.89968232,O'malley's,64098,MO
Berea,41.36688332,-81.85293496,Cornerstone Brewing Company,44017,OH
Lexington,38.04986,-84.50921,Alltech's Lexington Brewing Distilling Co.,40508,KY
Tempe,33.42262,-111.90452,Sleepy Dog Brewing Company,85281,AZ
Santa Rosa,38.439981,-122.7123699,Third Street Aleworks,95404,CA
Fredericksburg,30.265922,-99.035331,Chisholm Trail Winery,78624,Blumenthal
Tallahassee,30.448702,-84.31006,Proof Brewing Company,32304,FL
North East,42.2238,-79.8037,Arundel Cellars,16428,PA
